product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_score,customers,weekday,weekend,holiday,month,year,lag_price,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3
P0011,home_appliances,2017-09,34.99,1817.71,9.16,51.96,4.21,43,20,8,0,9,2017,50.02,128.07,4.11,16.92,48.71,3.34,7.19,60.56,3.7,12.15
P0011,home_appliances,2017-10,42.44,2181.56,8.37,51.4,4.21,23,20,8,0,10,2017,51.96,30.74,3.78,2.27,38.22,4.15,5.67,32.97,3.82,1.64
P0011,home_appliances,2017-11,35.22,1785.14,8.92,50.68,4.21,33,20,8,1,11,2017,51.4,21.44,4.07,1.24,25.53,4.19,2.71,32.04,3.9,2.57
P0011,home_appliances,2017-12,53.86,2732.0,8.38,50.73,4.21,47,20,8,1,12,2017,50.68,34.6,4.25,4.5,131.06,3.58,15.24,108.52,3.33,17.75
P0011,home_appliances,2018-01,55.83,2769.91,8.45,49.61,4.21,50,20,8,0,1,2018,50.73,32.44,2.43,6.33,50.42,3.95,6.84,64.81,3.81,4.46
P0011,home_appliances,2018-02,57.8,2988.53,8.02,51.71,4.21,60,18,8,0,2,2018,49.61,50.82,3.72,5.94,49.32,3.67,9.07,34.98,2.46,5.93
P0011,home_appliances,2018-03,60.32,2991.58,8.0,49.6,4.21,34,20,8,0,3,2018,51.71,144.89,4.01,26.99,106.09,3.45,10.59,98.1,3.29,13.61
P0012,home_appliances,2017-01,32.11,1937.02,4.04,60.32,3.42,30,20,8,0,1,2017,60.32,75.72,4.72,4.91,54.16,2.74,10.25,58.8,3.53,7.6
P0012,home_appliances,2017-02,30.15,1839.11,3.86,60.99,3.42,8,18,8,0,2,2017,60.32,55.83,3.97,12.27,48.66,2.76,10.01,56.18,4.53,8.35
P0012,home_appliances,2017-03,36.88,2240.2,3.81,60.74,3.42,36,20,8,0,3,2017,60.99,45.69,4.61,8.99,60.24,4.02,7.14,44.96,3.69,2.79
P0012,home_appliances,2017-04,46.84,2775.83,3.98,59.26,3.42,33,20,8,0,4,2017,60.74,44.2,4.84,6.05,44.34,4.2,4.4,64.97,3.42,12.15
P0012,home_appliances,2017-05,32.61,1887.36,3.93,57.88,3.42,31,20,8,0,5,2017,59.26,35.13,4.21,5.79,66.93,3.27,12.9,22.61,3.44,1.9
P0012,home_appliances,2017-06,54.25,3203.92,4.08,59.06,3.42,39,20,8,0,6,2017,57.88,68.93,3.3,5.29,84.17,3.56,17.62,57.14,2.79,3.43
P0012,home_appliances,2017-07,36.07,2071.22,3.95,57.42,3.42,34,20,8,0,7,2017,59.06,65.57,3.55,7.67,61.21,4.54,7.1,58.51,3.91,9.1
P0012,home_appliances,2017-08,26.81,1583.75,3.4,59.07,3.42,19,20,8,0,8,2017,57.42,53.99,4.27,4.65,66.53,3.66,7.8,73.47,3.45,4.72
P0012,home_appliances,2017-09,25.44,1438.16,3.53,56.53,3.42,27,20,8,0,9,2017,59.07,71.87,3.54,5.54,56.0,4.14,4.41,62.45,3.59,12.52
P0012,home_appliances,2017-10,24.22,1359.4,3.46,56.13,3.42,22,20,8,0,10,2017,56.53,22.02,4.17,1.47,23.53,4.12,2.41,33.59,3.82,1.66
P0012,home_appliances,2017-11,33.68,1915.17,3.89,56.86,3.42,21,20,8,1,11,2017,56.13,21.77,4.14,1.32,32.29,4.05,5.02,39.61,4.04,5.05
P0012,home_appliances,2017-12,39.71,2189.65,3.77,55.15,3.42,22,20,8,1,12,2017,56.86,80.12,4.67,17.34,127.97,3.66,15.06,52.84,4.27,8.01
P0012,home_appliances,2018-01,35.45,2026.09,3.43,57.15,3.42,26,20,8,0,1,2018,55.15,109.11,4.19,15.84,32.59,2.44,6.16,32.83,4.72,6.12
P0012,home_appliances,2018-02,50.24,2895.69,3.69,57.63,3.42,36,18,8,0,2,2018,57.15,33.42,2.45,5.65,31.03,4.44,2.75,51.6,3.62,10.86
P0012,home_appliances,2018-03,54.65,3070.81,3.53,56.19,3.42,29,20,8,0,3,2018,57.63,107.57,3.56,8.19,133.91,3.7,18.35,134.69,3.34,25.24
P0013,home_appliances,2017-01,46.84,3646.34,14.69,77.85,4.79,41,20,8,0,1,2017,77.85,58.61,3.57,7.36,60.43,4.08,10.31,75.16,4.59,5.02
P0013,home_appliances,2017-02,37.62,2805.19,14.8,74.57,4.79,30,18,8,0,2,2017,77.85,41.17,4.01,8.06,56.05,3.45,7.44,76.56,4.54,6.2
P0013,home_appliances,2017-03,40.51,3068.17,14.84,75.75,4.79,36,20,8,0,3,2017,74.57,38.26,3.94,5.27,55.09,3.44,3.58,67.1,4.42,5.76
P0013,home_appliances,2017-04,46.83,3455.18,15.14,73.79,4.79,30,20,8,0,4,2017,75.75,43.99,4.63,6.19,24.05,3.33,1.63,44.23,4.51,2.36
P0013,home_appliances,2017-05,38.75,2775.11,13.26,71.61,4.79,40,20,8,0,5,2017,73.79,39.61,4.61,2.35,33.39,4.18,5.45,48.1,4.77,6.51
P0013,home_appliances,2017-06,42.38,3074.13,13.89,72.54,4.79,41,20,8,0,6,2017,71.61,104.88,3.59,7.1,106.53,4.45,11.8,80.5,3.71,16.45
P0013,home_appliances,2017-07,29.78,2366.13,16.66,79.47,4.79,21,20,8,0,7,2017,72.54,70.85,3.41,4.36,78.71,4.42,13.23,76.63,4.03,4.44
P0013,home_appliances,2017-08,25.17,2025.58,14.81,80.46,4.79,24,20,8,0,8,2017,79.47,54.59,4.31,4.62,71.81,4.08,4.64,61.15,3.72,8.54
P0013,home_appliances,2017-09,17.1,1410.78,17.25,82.49,4.79,13,20,8,0,9,2017,80.46,51.31,3.42,7.23,78.68,4.33,4.13,63.36,3.55,11.84
P0013,home_appliances,2017-10,28.46,2358.58,16.31,82.87,4.79,18,20,8,0,10,2017,82.49,36.39,4.01,3.98,30.2,4.25,2.41,24.46,4.26,2.33
P0013,home_appliances,2017-11,17.68,1495.66,14.76,84.59,4.79,10,20,8,1,11,2017,82.87,24.25,4.19,2.69,34.5,4.09,4.97,40.68,4.03,4.99
P0013,home_appliances,2017-12,34.77,2811.61,16.43,80.85,4.79,27,20,8,1,12,2017,84.59,33.66,4.3,4.59,108.94,3.45,18.69,52.4,4.21,8.35
P0013,home_appliances,2018-01,34.15,2728.73,15.91,79.9,4.79,30,20,8,0,1,2018,80.85,32.6,2.44,6.22,30.75,4.3,2.89,104.94,4.16,16.25
P0013,home_appliances,2018-02,35.94,2903.76,15.19,80.79,4.79,23,18,8,0,2,2018,79.9,50.91,3.79,6.25,69.33,3.67,4.22,47.63,3.84,8.99
P0013,home_appliances,2018-03,42.68,3451.19,15.13,80.86,4.79,34,20,8,0,3,2018,80.79,98.75,3.33,9.78,132.75,4.06,8.83,104.05,3.44,8.32
P0014,home_appliances,2017-01,34.42,1305.62,4.12,37.93,4.34,29,20,8,0,1,2017,37.93,55.1,3.99,10.35,54.25,2.75,10.86,76.52,4.66,5.12
P0014,home_appliances,2017-02,52.96,1970.46,4.24,37.2,4.34,40,18,8,0,2,2017,37.93,58.49,4.48,8.23,74.22,4.67,5.84,55.88,4.11,6.79
P0014,home_appliances,2017-03,64.76,2399.47,4.73,37.05,4.34,46,20,8,0,3,2017,37.2,36.41,4.06,5.55,40.1,3.75,5.26,46.88,4.59,8.51
P0014,home_appliances,2017-04,47.95,1742.2,4.41,36.33,4.34,37,20,8,0,4,2017,37.05,60.94,3.65,12.53,61.87,3.42,11.28,48.21,4.11,4.47
P0014,home_appliances,2017-05,62.77,2123.74,3.62,33.83,4.34,64,20,8,0,5,2017,36.33,38.51,4.47,3.95,68.3,3.37,13.11,22.77,3.36,1.89
P0014,home_appliances,2017-06,70.67,2339.94,3.91,33.11,4.34,42,20,8,0,6,2017,33.83,70.46,3.25,5.44,83.85,3.6,16.69,58.19,2.83,3.37
P0014,home_appliances,2017-07,59.68,2053.65,4.38,34.41,4.34,29,20,8,0,7,2017,33.11,63.07,3.66,7.63,63.49,4.47,6.6,60.06,4.06,8.68
P0014,home_appliances,2017-08,47.36,1740.84,4.14,36.76,4.34,33,20,8,0,8,2017,34.41,54.87,3.88,8.91,52.83,5.15,8.69,60.89,4.36,6.78
P0014,home_appliances,2017-09,31.01,1210.56,4.9,39.04,4.34,20,20,8,0,9,2017,36.76,89.76,4.5,15.68,73.86,3.6,5.43,77.87,4.15,3.84
P0014,home_appliances,2017-10,23.37,912.03,4.41,39.02,4.34,23,20,8,0,10,2017,39.04,36.65,4.16,5.52,36.06,3.98,3.79,23.45,4.19,1.46
P0014,home_appliances,2017-11,36.45,1454.72,4.25,39.91,4.34,33,20,8,1,11,2017,39.02,31.26,3.92,2.62,32.61,3.93,1.78,22.7,4.05,1.34
P0014,home_appliances,2017-12,36.1,1469.03,4.3,40.69,4.34,17,20,8,1,12,2017,39.91,101.06,3.49,18.99,52.71,4.1,8.36,57.48,3.43,3.98
P0014,home_appliances,2018-01,48.47,1915.19,4.79,39.52,4.34,48,20,8,0,1,2018,40.69,67.76,3.75,4.37,30.46,4.46,3.01,54.93,3.58,9.92
P0014,home_appliances,2018-02,55.03,2056.23,4.14,37.37,4.34,57,18,8,0,2,2018,39.52,34.25,4.92,6.49,48.58,3.85,6.32,114.21,4.18,16.54
P0014,home_appliances,2018-03,56.54,2121.27,4.26,37.52,4.34,54,20,8,0,3,2018,37.37,92.04,3.29,13.3,132.05,3.22,26.3,132.9,3.65,18.01
P0015,home_appliances,2017-01,17.21,2081.04,14.82,120.9,3.67,16,20,8,0,1,2017,120.9,40.68,4.1,7.16,58.26,3.58,7.44,58.97,3.97,10.34
P0015,home_appliances,2017-02,19.19,2316.26,13.06,120.69,3.67,17,18,8,0,2,2017,120.9,55.73,4.25,6.88,57.74,4.52,8.18,78.84,4.55,6.13
P0015,home_appliances,2017-03,24.11,2990.5,14.88,124.06,3.67,15,20,8,0,3,2017,120.69,54.83,3.4,3.49,37.93,3.93,5.36,39.72,4.57,4.12
P0015,home_appliances,2017-04,23.76,2831.18,14.95,119.16,3.67,16,20,8,0,4,2017,124.06,34.79,4.56,3.19,59.7,3.75,12.16,42.56,4.69,6.26
P0015,home_appliances,2017-05,28.17,3395.58,13.18,120.56,3.67,17,20,8,0,5,2017,119.16,37.69,4.33,3.92,40.8,4.56,2.35,66.99,3.3,12.96
P0015,home_appliances,2017-06,24.32,3073.36,15.83,126.37,3.67,23,20,8,0,6,2017,120.56,90.54,3.39,17.35,80.19,3.56,16.59,107.22,3.73,7.12
P0015,home_appliances,2017-07,16.36,2093.03,14.68,127.95,3.67,8,20,8,0,7,2017,126.37,61.51,4.47,7.11,55.68,5.07,10.57,77.05,4.34,14.3
P0015,home_appliances,2017-08,15.34,1992.93,16.77,129.9,3.67,18,20,8,0,8,2017,127.95,59.82,4.37,6.7,52.05,5.02,8.41,62.0,3.68,7.98
P0015,home_appliances,2017-09,11.06,1471.03,17.34,133.04,3.67,4,20,8,0,9,2017,129.9,94.81,4.52,14.81,71.83,3.69,5.92,59.04,4.13,4.05
P0015,home_appliances,2017-10,11.5,1596.67,16.59,138.86,3.67,9,20,8,0,10,2017,133.04,24.9,4.09,2.43,36.23,3.98,4.0,37.36,4.13,5.38
P0015,home_appliances,2017-11,13.19,1817.21,16.61,137.76,3.67,5,20,8,1,11,2017,138.86,21.96,4.17,1.29,40.38,3.97,5.1,34.27,4.16,4.89
P0015,home_appliances,2017-12,18.6,2621.26,17.64,140.95,3.67,16,20,8,1,12,2017,137.76,32.97,4.25,4.26,109.97,3.41,18.5,57.93,3.47,3.94
P0015,home_appliances,2018-01,20.25,2809.16,17.26,138.71,3.67,19,20,8,0,1,2018,140.95,32.34,4.71,6.48,31.88,4.43,3.04,51.76,3.75,6.63
P0015,home_appliances,2018-02,23.14,3123.35,15.45,134.96,3.67,16,18,8,0,2,2018,138.71,55.28,3.63,10.02,68.44,3.73,3.97,50.74,3.85,6.04
P0015,home_appliances,2018-03,28.1,3796.02,16.28,135.07,3.67,27,20,8,0,3,2018,134.96,93.87,3.76,7.36,97.33,3.38,13.53,104.6,3.35,10.49
P0016,home_appliances,2017-01,59.81,7912.51,14.41,132.3,3.68,34,20,8,0,1,2017,132.3,55.45,4.06,11.21,51.5,2.82,10.59,58.75,4.08,6.46
P0016,home_appliances,2017-02,55.53,7238.85,15.9,130.35,3.68,49,18,8,0,2,2017,132.3,38.83,3.96,7.54,80.61,4.74,6.04,59.47,4.28,6.65
P0016,home_appliances,2017-03,74.6,9590.24,14.91,128.55,3.68,64,20,8,0,3,2017,130.35,40.8,4.46,4.11,57.69,3.51,3.51,43.53,4.75,8.61
P0016,home_appliances,2017-04,71.16,8553.77,13.41,120.2,3.68,49,20,8,0,4,2017,128.55,62.39,3.78,11.76,36.46,4.16,5.52,64.15,3.42,11.05
P0016,home_appliances,2017-05,72.99,8964.32,13.38,122.81,3.68,60,20,8,0,5,2017,120.2,70.6,3.28,12.97,42.36,4.62,2.37,36.04,4.46,3.92
P0016,home_appliances,2017-06,88.42,10565.49,14.58,119.49,3.68,59,20,8,0,6,2017,122.81,65.51,4.16,10.81,83.19,3.66,16.31,105.93,3.61,7.21
P0016,home_appliances,2017-07,44.06,5346.04,13.68,121.35,3.68,49,20,8,0,7,2017,119.49,63.22,4.38,6.76,58.1,3.97,9.26,63.4,3.7,7.65
P0016,home_appliances,2017-08,41.92,5416.16,15.36,129.22,3.68,32,20,8,0,8,2017,121.35,51.64,4.9,8.9,63.43,3.61,8.07,57.02,3.93,9.22
P0016,home_appliances,2017-09,40.61,5195.84,15.2,127.94,3.68,28,20,8,0,9,2017,129.22,52.85,3.25,7.4,95.68,4.6,14.91,58.97,3.66,11.97
P0016,home_appliances,2017-10,37.28,4726.62,14.16,126.77,3.68,24,20,8,0,10,2017,127.94,41.1,4.26,8.66,37.53,3.92,3.72,23.3,4.08,1.48
P0016,home_appliances,2017-11,35.9,4791.67,15.06,133.48,3.68,24,20,8,1,11,2017,126.77,32.27,3.96,2.65,40.52,4.07,4.91,33.07,4.17,4.92
P0016,home_appliances,2017-12,42.61,5789.71,14.25,135.88,3.68,18,20,8,1,12,2017,133.48,81.57,4.64,10.91,132.52,3.69,14.54,78.2,4.78,16.44
P0016,home_appliances,2018-01,39.45,5509.31,14.17,139.66,3.68,37,20,8,0,1,2018,135.88,109.32,4.38,17.18,33.42,2.44,6.27,34.23,4.73,6.23
P0016,home_appliances,2018-02,47.2,6488.8,15.33,137.48,3.68,27,18,8,0,2,2018,139.66,56.09,3.5,10.81,68.93,3.78,4.07,46.37,3.7,9.22
P0016,home_appliances,2018-03,49.02,6866.93,16.17,140.1,3.68,42,20,8,0,3,2018,137.48,142.39,3.95,26.34,92.85,3.41,13.32,132.06,3.6,19.35
P0017,fashion,2017-01,81.37,6501.26,15.11,79.9,3.62,85,20,8,0,1,2017,79.9,42.41,4.02,7.29,54.18,2.82,10.45,54.28,4.09,6.37
P0017,fashion,2017-02,89.8,7049.15,15.58,78.5,3.62,76,18,8,0,2,2017,79.9,40.52,4.08,6.68,41.06,4.97,6.99,58.9,4.02,10.33
P0017,fashion,2017-03,121.47,9768.44,16.18,80.42,3.62,86,20,8,0,3,2017,78.5,42.33,3.58,2.72,38.9,3.91,6.49,37.37,3.84,5.02
P0017,fashion,2017-04,122.85,9721.06,16.59,79.13,3.62,82,20,8,0,4,2017,80.42,44.05,4.77,6.82,24.69,3.33,1.6,62.2,3.35,10.2
P0017,fashion,2017-05,105.72,8602.99,16.73,81.37,3.62,82,20,8,0,5,2017,79.13,43.46,4.17,4.03,42.97,4.4,2.31,38.03,4.43,4.48
P0017,fashion,2017-06,98.21,8569.82,17.29,87.26,3.62,79,20,8,0,6,2017,81.37,111.05,3.56,8.66,85.66,3.35,18.16,59.98,2.91,3.23
P0017,fashion,2017-07,83.38,6860.86,16.9,82.28,3.62,55,20,8,0,7,2017,87.26,55.46,4.08,8.85,65.98,3.68,7.87,71.94,3.34,4.83
P0017,fashion,2017-08,74.43,5978.91,15.08,80.33,3.62,51,20,8,0,8,2017,82.28,70.84,3.49,4.86,64.76,3.56,8.37,84.38,4.26,15.87
P0017,fashion,2017-09,69.73,5805.88,16.76,83.26,3.62,58,20,8,0,9,2017,80.33,70.73,3.68,5.27,74.51,4.14,3.86,115.35,4.01,16.5
P0017,fashion,2017-10,53.28,4403.84,17.67,82.65,3.62,34,20,8,0,10,2017,83.26,22.86,3.99,1.45,31.62,4.07,2.42,32.77,3.94,1.79
P0017,fashion,2017-11,81.3,6937.35,15.17,85.33,3.62,49,20,8,1,11,2017,82.65,21.79,4.11,1.25,32.71,3.94,1.79,38.62,4.07,4.85
P0017,fashion,2017-12,101.2,8328.46,16.27,82.3,3.62,84,20,8,1,12,2017,85.33,48.61,4.29,8.15,132.09,3.68,15.58,102.88,3.41,20.21
P0017,fashion,2018-01,83.99,6971.48,16.98,83.0,3.62,65,20,8,0,1,2018,82.3,48.19,3.92,5.94,36.4,2.46,5.72,51.71,3.71,10.14
P0017,fashion,2018-02,101.52,8367.09,16.58,82.42,3.62,52,18,8,0,2,2018,83.0,36.9,4.76,7.46,32.92,2.5,5.48,68.02,3.75,4.25
P0017,fashion,2018-03,146.22,12083.37,15.97,82.64,3.62,102,20,8,0,3,2018,82.42,138.97,4.08,8.59,135.27,3.21,25.81,105.47,3.45,8.24
P0018,fashion,2017-01,24.05,2669.78,7.64,110.99,3.63,18,20,8,0,1,2017,110.99,58.18,4.1,5.85,59.77,3.46,8.74,51.2,4.65,7.42
P0018,fashion,2017-02,33.19,3544.34,8.3,106.8,3.63,18,18,8,0,2,2017,110.99,39.32,3.95,7.11,47.68,2.88,9.15,76.76,4.53,4.94
P0018,fashion,2017-03,43.83,4545.87,8.14,103.73,3.63,42,20,8,0,3,2017,106.8,41.26,4.45,4.38,36.75,3.88,5.3,37.92,4.06,6.79
P0018,fashion,2017-04,53.47,5842.16,8.56,109.27,3.63,50,20,8,0,4,2017,103.73,42.97,4.88,6.96,34.93,4.11,5.76,61.65,3.69,10.43
P0018,fashion,2017-05,38.5,4247.7,8.06,110.33,3.63,27,20,8,0,5,2017,109.27,54.73,3.65,10.8,46.57,4.18,4.12,40.33,4.64,2.43
P0018,fashion,2017-06,35.29,3903.41,7.88,110.61,3.63,19,20,8,0,6,2017,110.33,62.58,4.15,10.76,72.17,3.42,6.07,110.22,4.44,12.66
P0018,fashion,2017-07,38.0,4194.25,7.23,110.36,3.63,28,20,8,0,7,2017,110.61,56.02,4.99,10.4,78.71,4.0,4.81,73.53,3.47,4.68
P0018,fashion,2017-08,25.92,2889.02,8.61,111.47,3.63,9,20,8,0,8,2017,110.36,52.82,4.92,9.24,78.1,4.46,16.3,54.35,4.31,5.24
P0018,fashion,2017-09,24.2,2599.4,7.52,107.42,3.63,17,20,8,0,9,2017,111.47,75.79,4.27,7.82,66.97,3.67,5.48,56.87,4.23,4.7
P0018,fashion,2017-10,22.11,2310.26,7.54,104.5,3.63,16,20,8,0,10,2017,107.42,34.27,4.22,5.46,24.13,4.13,1.38,30.24,4.17,2.52
P0018,fashion,2017-11,29.02,3180.54,7.77,109.61,3.63,14,20,8,1,11,2017,104.5,34.78,4.09,5.16,21.31,4.11,1.25,26.4,4.28,2.72
P0018,fashion,2017-12,28.27,3114.45,7.23,110.15,3.63,24,20,8,1,12,2017,109.61,79.28,4.66,14.58,127.5,3.75,15.85,59.61,3.33,3.26
P0018,fashion,2018-01,34.07,3847.44,8.15,112.92,3.63,21,20,8,0,1,2018,110.15,52.6,3.69,10.02,36.4,2.51,5.74,52.25,3.83,6.09
P0018,fashion,2018-02,36.84,4069.12,7.42,110.47,3.63,19,18,8,0,2,2018,112.92,36.23,4.67,7.67,47.56,3.87,8.13,48.07,3.78,6.11
P0018,fashion,2018-03,36.39,4181.52,8.32,114.92,3.63,18,20,8,0,3,2018,110.47,88.51,3.73,8.01,120.59,3.71,16.41,107.69,3.32,11.58
P0019,fashion,2017-01,27.41,1991.79,6.77,72.66,3.33,19,20,8,0,1,2017,72.66,63.45,3.43,8.99,51.3,4.49,7.21,59.58,3.92,11.36
P0019,fashion,2017-02,28.0,2060.3,5.98,73.59,3.33,34,18,8,0,2,2017,72.66,56.27,4.1,7.05,40.02,4.08,6.98,55.92,3.88,10.07
P0019,fashion,2017-03,29.39,2190.59,6.61,74.52,3.33,30,20,8,0,3,2017,73.59,55.46,4.19,7.96,39.81,3.79,5.11,53.88,3.51,3.82
P0019,fashion,2017-04,41.55,3008.84,6.48,72.41,3.33,37,20,8,0,4,2017,74.52,45.16,4.58,2.43,64.3,3.27,10.06,45.27,4.88,6.98
P0019,fashion,2017-05,45.11,3081.41,5.69,68.31,3.33,34,20,8,0,5,2017,72.41,43.05,4.61,2.47,67.96,3.43,12.26,60.24,3.7,11.07
P0019,fashion,2017-06,31.16,2072.94,5.18,66.54,3.33,20,20,8,0,6,2017,68.31,109.57,4.42,12.67,90.6,3.47,10.19,108.21,3.66,8.49
P0019,fashion,2017-07,29.28,2074.99,5.43,70.86,3.33,16,20,8,0,7,2017,66.54,58.58,3.98,8.43,80.55,4.03,4.95,53.66,4.19,5.47
P0019,fashion,2017-08,24.02,1773.09,6.37,73.83,3.33,19,20,8,0,8,2017,70.86,52.01,4.18,5.46,66.68,3.68,8.1,69.72,4.16,4.46
P0019,fashion,2017-09,25.61,1864.48,6.66,72.79,3.33,24,20,8,0,9,2017,73.83,93.91,4.66,15.91,72.46,3.64,5.06,62.46,4.16,4.78
P0019,fashion,2017-10,20.87,1502.65,6.4,72.01,3.33,9,20,8,0,10,2017,72.79,24.27,4.1,1.46,37.08,4.15,5.76,30.96,4.23,2.39
P0019,fashion,2017-11,33.08,2455.44,5.93,74.23,3.33,17,20,8,1,11,2017,72.01,45.59,4.2,8.81,33.34,3.93,2.77,20.9,4.05,1.25
P0019,fashion,2017-12,29.33,2156.37,5.86,73.52,3.33,27,20,8,1,12,2017,74.23,107.6,3.36,19.91,37.15,4.26,4.34,79.42,4.79,15.34
P0019,fashion,2018-01,29.63,2088.01,6.49,70.48,3.33,18,20,8,0,1,2018,73.52,34.01,4.9,6.09,53.39,3.6,9.92,74.82,3.69,4.67
P0019,fashion,2018-02,25.67,1884.56,6.15,73.42,3.33,21,18,8,0,2,2018,70.48,53.81,3.59,9.12,51.02,3.89,5.86,32.81,2.48,5.42
P0019,fashion,2018-03,37.78,2804.37,5.86,74.23,3.33,23,20,8,0,3,2018,73.42,123.25,3.79,16.01,134.32,3.28,25.72,91.02,3.43,11.95
P0020,fashion,2017-01,44.42,3787.37,9.42,85.26,3.46,29,20,8,0,1,2017,85.26,50.58,4.52,7.38,40.61,3.94,7.6,50.28,2.78,9.7
P0020,fashion,2017-02,64.79,5535.03,10.05,85.43,3.46,56,18,8,0,2,2017,85.26,78.16,4.69,5.34,51.78,3.5,7.91,41.2,3.99,6.72
P0020,fashion,2017-03,46.64,4050.37,9.67,86.85,3.46,34,20,8,0,3,2017,85.43,67.6,4.27,5.22,55.64,4.13,8.07,44.07,3.7,2.59
P0020,fashion,2017-04,49.52,4406.86,9.88,88.98,3.46,36,20,8,0,4,2017,86.85,22.84,3.32,1.71,44.12,4.12,3.82,43.27,4.78,6.38
P0020,fashion,2017-05,42.58,3827.69,9.89,89.89,3.46,35,20,8,0,5,2017,88.98,71.94,3.41,12.84,58.86,3.7,11.58,36.4,4.5,4.43
P0020,fashion,2017-06,51.34,4542.57,11.29,88.48,3.46,43,20,8,0,6,2017,89.89,107.61,3.53,8.2,64.79,4.13,10.86,60.64,2.93,3.13
P0020,fashion,2017-07,45.62,4047.47,11.04,88.72,3.46,27,20,8,0,7,2017,88.48,87.26,4.49,15.36,78.29,3.97,4.5,57.34,4.03,8.89
P0020,fashion,2017-08,27.78,2501.85,10.33,90.06,3.46,27,20,8,0,8,2017,88.72,56.12,4.18,5.15,56.35,3.96,8.69,85.13,4.44,15.66
P0020,fashion,2017-09,25.82,2314.95,10.81,89.64,3.46,23,20,8,0,9,2017,90.06,112.46,3.98,16.69,50.05,3.27,6.64,62.44,3.62,11.4
P0020,fashion,2017-10,26.79,2384.06,10.58,89.0,3.46,14,20,8,0,10,2017,89.64,22.44,4.14,1.49,30.76,4.15,2.37,24.53,4.09,2.49
P0020,fashion,2017-11,32.54,3024.14,10.19,92.95,3.46,21,20,8,1,11,2017,89.0,33.07,4.22,2.69,34.85,4.18,5.05,32.06,4.04,1.86
P0020,fashion,2017-12,39.56,3568.78,11.13,90.22,3.46,37,20,8,1,12,2017,92.95,47.79,4.13,7.67,37.83,4.24,4.24,102.58,3.42,20.64
P0020,fashion,2018-01,27.92,2500.37,9.42,89.55,3.46,18,20,8,0,1,2018,90.22,35.56,2.45,5.57,54.73,3.61,10.75,51.6,3.83,9.66
P0020,fashion,2018-02,46.35,3908.85,10.1,84.33,3.46,22,18,8,0,2,2018,89.55,26.55,4.25,2.4,52.37,3.51,9.65,34.33,4.76,7.48
P0020,fashion,2018-03,58.55,5094.32,9.55,87.01,3.46,62,20,8,0,3,2018,84.33,151.71,3.91,28.8,139.07,3.32,23.63,110.24,3.36,11.14
P0021,fashion,2017-01,61.62,3494.19,3.17,56.7,2.87,63,20,8,0,1,2017,56.7,53.01,2.87,10.4,43.49,3.98,7.59,74.72,4.59,5.63
P0021,fashion,2017-02,72.28,4149.43,3.09,57.41,2.87,61,18,8,0,2,2017,56.7,80.21,4.55,4.96,58.92,3.88,10.45,41.33,4.88,7.3
P0021,fashion,2017-03,63.96,3749.14,3.25,58.62,2.87,43,20,8,0,3,2017,57.41,37.59,3.93,6.57,39.94,3.81,5.28,65.26,4.42,5.0
P0021,fashion,2017-04,65.67,3865.36,3.1,58.86,2.87,49,20,8,0,4,2017,58.62,46.7,4.68,6.69,61.74,3.29,10.15,24.34,3.38,1.73
P0021,fashion,2017-05,57.04,3359.64,3.02,58.9,2.87,30,20,8,0,5,2017,58.86,51.36,4.7,6.65,56.58,3.71,11.26,22.94,3.48,1.9
P0021,fashion,2017-06,71.31,4217.98,3.51,59.15,2.87,58,20,8,0,6,2017,58.9,75.66,3.4,6.25,82.83,3.53,14.45,59.83,4.18,10.45
P0021,fashion,2017-07,72.66,4223.66,3.4,58.13,2.87,64,20,8,0,7,2017,59.15,54.61,4.27,5.54,82.91,4.42,15.01,64.63,3.69,7.68
P0021,fashion,2017-08,45.39,2708.81,3.18,59.68,2.87,34,20,8,0,8,2017,58.13,86.12,4.42,15.59,72.44,3.41,4.9,62.7,4.42,6.81
P0021,fashion,2017-09,35.88,2097.52,3.0,58.45,2.87,17,20,8,0,9,2017,59.68,121.6,4.18,17.13,57.81,3.64,11.65,67.78,3.54,5.0
P0021,fashion,2017-10,35.52,1973.2,3.3,55.56,2.87,23,20,8,0,10,2017,58.45,33.47,3.83,1.92,31.66,4.25,2.6,37.96,3.92,4.41
P0021,fashion,2017-11,50.73,2888.27,2.79,56.93,2.87,28,20,8,1,11,2017,55.56,31.86,4.27,5.01,42.75,4.35,8.82,40.64,4.08,4.93
P0021,fashion,2017-12,52.8,3155.64,3.12,59.76,2.87,43,20,8,1,12,2017,56.93,124.17,3.66,15.08,37.75,4.41,4.15,126.91,3.76,15.96
P0021,fashion,2018-01,49.99,2874.84,3.14,57.51,2.87,36,20,8,0,1,2018,59.76,50.92,3.76,5.93,49.88,3.79,9.28,30.22,4.31,3.01
P0021,fashion,2018-02,53.1,3027.15,3.19,57.01,2.87,49,18,8,0,2,2018,57.51,48.64,3.75,5.86,101.99,4.37,18.03,50.26,3.84,7.43
P0021,fashion,2018-03,72.01,4004.99,3.01,55.62,2.87,64,20,8,0,3,2018,57.01,126.22,3.79,16.55,144.64,4.18,8.99,148.38,4.1,28.68
